#,Ref Designator,Part Number,value1,Descpition
545,C4424,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
546,C4410,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
547,C4409,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
548,C4406,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
549,C4405,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
550,C4402,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
551,C4401,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
552,C4339,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
553,C4336,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
554,C4331,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
555,C4316,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
556,C4302,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
557,C4258,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
558,C4238,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
559,C4237,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
560,C4235,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
561,C4234,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
562,C4232,ABA220GJACCX,22pF,"Capacitor,22 pF,¡À2 %,50 V,C0G,0201"
563,C4702,ABA220KGACC2X,22pF,"Capacitor,22 pF,¡À10 %,25 V,C0G,0201"
564,C1609,ABA225MCBXCX,NC,
565,C1618,ABA225MCBXCX,NC,
566,C1619,ABA225MCBXCX,NC,
567,C4218,ABA225MCBXCX,2.2uF,"Capacitor,2.2 uF,¡À20 %,6.3 V,X5R,0402"
568,C4233,ABA225MCBXCX,2.2uF,"Capacitor,2.2 uF,¡À20 %,6.3 V,X5R,0402"
569,C4701,ABA225MEBXCX,2.2uF,"Capacitor,2.2 uF,¡À20 %,16 V,X5R,0402"
570,C3336,ABA226MCCXCX,22uF,
571,C3337,ABA226MCCXCX,22uF,
572,C2134,ABA226MCCXCX,NC,
573,C2135,ABA226MCCXCX,NC,
574,C2136,ABA226MCCXCX,NC,
575,C2137,ABA226MCCXCX,NC,
576,C2138,ABA226MCCXCX,22uF,
577,C3301,ABA226MCCXCX,22uF,
578,C3302,ABA226MCCXCX,22uF,
579,C3402,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
580,C3310,ABA226MCCXCX,NC,
581,C3311,ABA226MCCXCX,22uF,
582,C3404,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
583,C3313,ABA226MCCXCX,22uF,
584,C3411,ABA226MCCXCX,10uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
585,C3316,ABA226MCCXCX,22uF,
586,C3414,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
587,C3415,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
588,C3330,ABA226MCCXCX,22uF,
589,C3416,ABA226MCCXCX,NC,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
590,C3417,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
591,C4703,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
592,C4704,ABA226MCCXCX,NC,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
593,C3335,ABA226MCCXCX,22uF,
594,C5901,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
595,C5905,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
596,C3418,ABA226MCCXCX,NC,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
597,C4322,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
598,C5915,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
599,C3334,ABA226MCCXCX,22uF,
600,C4517,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
601,C4219,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
602,C4521,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
603,C4352,ABA226MCCXCX,22uF,"Capacitor,22 uF,¡À20 %,6.3 V,X5R,0603"
604,C4212,ABA270GGACCX,2.7nH,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
605,C4262,ABA270GGACCX,27pF,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
606,C4216,ABA270GGACCX,27pF,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
607,C4358,ABA270GGACCX,27pF,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
608,C4267,ABA270GGACCX,27pF,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
609,C4213,ABA270GGACCX,27pF,
610,C4239,ABA270GGACCX,27pF,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
611,C4343,ABA270GGACCX,0R,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
612,C4202,ABA270GGACCX,27pF,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
613,C4261,ABA270GGACCX,27pF,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
614,C4312,ABA270GGACCX,27pF,
615,C4345,ABA270GGACCX,4.3nH,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
616,C4341,ABA270GGACCX,3.0 nH,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
617,C4351,ABA270GGACCX,1.5nH,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
618,C4309,ABA270GGACCX,27pF,
619,C4342,ABA270GGACCX,3.6nH,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
620,C4344,ABA270GGACCX,6.2nH,"Capacitor,27 pF,¡À2 %,25 V,C0G,0201"
621,C5102,ABA330GJACCX,33pF,"Capacitor,33 pF,¡À2 %,50 V,C0G,0201"
622,C5101,ABA330GJACCX,NC,"Capacitor,33 pF,¡À2 %,50 V,C0G,0201"
623,C4325,ABA330JJACCX,33pF,
624,C4611,ABA330KGACCX,,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
625,C5906,ABA330KGACCX,NC,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
626,C4415,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
627,C4431,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
628,C4433,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
629,C4326,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
630,C4434,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
631,C4435,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
632,C4437,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
633,C4439,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
634,C4335,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
635,C4359,ABA330KGACCX,1.5nH,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
636,C4403,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
637,C4404,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
638,C4412,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
639,C4253,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
640,C4252,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
641,C4225,ABA330KGACCX,NC,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
642,C4215,ABA330KGACCX,NC,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
643,C4211,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
644,C4210,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
645,C4209,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
646,C4208,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
647,C4204,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
648,C4203,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
649,C4124,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
650,C4122,ABA330KGACCX,33pF,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
651,C4121,ABA330KGACCX,NC,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
652,C4601,ABA330KGACCX,,"Capacitor,33 pF,¡À10 %,25 V,C0G,0201"
653,C3413,ABA473KEB0CX,47nF_16V,
654,C3421,ABA473MCAXCX,NC,"Capacitor,47 nF,¡À20 %,6.3 V,X5R,0201"
655,C4112,ABA474MCAXCX,1uF,
656,C4118,ABA474MCAXCX,1uF,
657,C4511,ABA474MCAXCX,1uF,
658,C4544,ABA474MCAXCX,1uF,
659,C3309,ABA474MCAXCX,1uF,
660,C4106,ABA474MCAXCX,1uF,
661,C4111,ABA474MCAXCX,1uF,
662,C4114,ABA474MCAXCX,1uF,
663,C4108,ABA474MCAXCX,1uF,
664,C4540,ABA475MBBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,4 V,X5R,0402"
665,C4522,ABA475MBBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,4 V,X5R,0402"
666,C3319,ABA475MCB0CX,4.7uF,
667,C3321,ABA475MCB0CX,4.7uF,
668,C4353,ABA475MCBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,6.3 V,X5R,0402"
669,C4303,ABA475MCBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,6.3 V,X5R,0402"
670,C4220,ABA475MCBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,6.3 V,X5R,0402"
671,C4321,ABA475MCBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,6.3 V,X5R,0402"
672,C4628,ABA475MCBXCX,,"Capacitor,4.7 uF,¡À20 %,6.3 V,X5R,0402"
673,C4217,ABA475MCBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,6.3 V,X5R,0402"
674,C4640,ABA475MCBXCX,,"Capacitor,4.7 uF,¡À20 %,6.3 V,X5R,0402"
675,C4311,ABA475MCBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,6.3 V,X5R,0402"
676,C4355,ABA475MCBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,6.3 V,X5R,0402"
677,C3407,ABA475MEBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,16 V,X5R,0402"
678,C3412,ABA475MEBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,16 V,X5R,0402"
679,C3410,ABA475MEBXCX,4.7uF,"Capacitor,4.7 uF,¡À20 %,16 V,X5R,0402"
680,C3314,ABA476MCCXCX,22uF,
681,C3315,ABA476MCCXCX,22uF,
682,C3312,ABA476MCCXCX,22uF,
683,L4606,ACA01TBAC0CX,NC,"Inductor,1 nH,¡À0.1 nH,0201,Film"
684,L4605,ACA01TBAC0CX,NC,"Inductor,1 nH,¡À0.1 nH,0201,Film"
685,L4222,ACA01TCAC0CX,1nH,"Inductor,1 nH,¡À0.2 nH,0201,Film"
686,L4621,ACA01TCAC0CX,,"Inductor,1 nH,¡À0.2 nH,0201,Film"
687,L4330,ACA01TCAC0CX,0.8nH,"Inductor,1 nH,¡À0.2 nH,0201,Film"
688,L4620,ACA01TCAC0CX,,"Inductor,1 nH,¡À0.2 nH,0201,Film"
689,L4426,ACA01TCAC0CX,1nH,"Inductor,1 nH,¡À0.2 nH,0201,Film"
690,L4614,ACA01TCAC0CX,,"Inductor,1 nH,¡À0.2 nH,0201,Film"
691,L4604,ACA01TCAC0CX,,"Inductor,1 nH,¡À0.2 nH,0201,Film"
692,L4623,ACA10THAC0CX,NC,"Inductor,10 nH,¡À3 %,0201,Film"
693,L4609,ACA10THAC0CX,,"Inductor,10 nH,¡À3 %,0201,Film"
694,L4618,ACA10THAC0CX,,"Inductor,10 nH,¡À3 %,0201,Film"
695,L4624,ACA10THAC0CX,NC,"Inductor,10 nH,¡À3 %,0201,Film"
696,L4619,ACA10THAC0CX,,"Inductor,10 nH,¡À3 %,0201,Film"
697,L4610,ACA10THAC0CX,,"Inductor,10 nH,¡À3 %,0201,Film"
698,L4502,ACA12HBAA3CX,,"Inductor,1.2 nH,¡À0.1 nH,0201,MultiLayer"
699,L4625,ACA12HBAA3CX,,"Inductor,1.2 nH,¡À0.1 nH,0201,MultiLayer"
700,L4503,ACA12HBAA3CX,,"Inductor,1.2 nH,¡À0.1 nH,0201,MultiLayer"
701,L4246,ACA12TJAA4CX,12nH,
702,L4626,ACA15HBAC0CX,,"Inductor,1.5 nH,¡À0.1 nH,0201,Film"
703,L4424,ACA18HBAC0CX,1.8nH,"Inductor,1.8 nH,¡À0.1 nH,0201,Film"
704,L4205,ACA18HBAC0CX,6.2 nH,"Inductor,1.8 nH,¡À0.1 nH,0201,Film"
705,L4314,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
706,L4315,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
707,L4316,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
708,L4317,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
709,L4318,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
710,L4319,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
711,L4320,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
712,L4321,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
713,L4322,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
714,L4323,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
715,L4201,ACA18THAC0CX,10 nH,"Inductor,18 nH,¡À3 %,0201,Film"
716,L4202,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
717,L4203,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
718,L4204,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
719,L4324,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
720,L4206,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
721,L4207,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
722,L4208,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
723,L4325,ACA18THAC0CX,1.8pF,"Inductor,18 nH,¡À3 %,0201,Film"
724,L4209,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
725,L4210,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
726,L4248,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
727,L4247,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
728,L4211,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
729,L4328,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
730,L4213,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
731,L4331,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
732,L4214,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
733,L4332,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
734,L4401,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
735,L4402,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
736,L4403,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
737,L4216,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
738,L4404,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
739,L4218,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
740,L4219,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
741,L4221,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
742,L4223,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
743,L4224,ACA18THAC0CX,15nH,"Inductor,18 nH,¡À3 %,0201,Film"
744,L4225,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
745,L4227,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
746,L4232,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
747,L4233,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
748,L4234,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
749,L4236,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
750,L4237,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
751,L4238,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
752,L4414,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
753,L4417,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
754,L4405,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
755,L4418,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
756,L4422,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
757,L4429,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
758,L4431,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
759,L4433,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
760,L4445,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
761,L4413,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
762,L4245,ACA18THAC0CX,18nH,"Inductor,18 nH,¡À3 %,0201,Film"
763,L4434,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
764,L4436,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
765,L4437,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
766,L4439,ACA18THAC0CX,18nH,"Inductor,18 nH,¡À3 %,0201,Film"
767,L4406,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
768,L4601,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
769,L4407,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
770,L4243,ACA18THAC0CX,12nH,"Inductor,18 nH,¡À3 %,0201,Film"
771,L4602,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
772,L4603,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
773,L4611,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
774,L4612,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
775,L4613,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
776,L4616,ACA18THAC0CX,NC,"Inductor,18 nH,¡À3 %,0201,Film"
